mpi_procs;grid_tiles_x;grid_tiles_y;omp_threads;domain_size;n_iterations;disk_write_intensity;airflow;material_file;output_file;simulation_mode;middle_col_avg_temp;total_time;iteration_time
64;8;8;1;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/4096x4096_out_mpi_2d_par.h5;par;21.1716;19.5272;0.00399984
64;8;8;1;4096;4882;50;0.001;input_data_4096.h5;;par;21.1716;3.68882;0.000755596
64;8;8;1;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/4096x4096_out_mpi_2d_par.h5;par;21.1716;12.7529;0.00261223
64;8;8;1;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/4096x4096_out_mpi_2d_par.h5;par;21.1716;36.4102;0.00745806
128;8;16;1;256;78125;50;0.001;input_data_256.h5;;par;83.7937;1.17012;1.49775e-05
128;8;16;1;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/256x256_out_mpi_2d_par.h5;par;83.7937;2.36705;3.02982e-05
128;8;16;1;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/256x256_out_mpi_2d_par.h5;par;83.7937;6.39899;8.1907e-05
128;8;16;1;256;78125;50;0.001;input_data_256.h5;;par;83.7937;3.09603;3.96291e-05
128;8;16;1;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/256x256_out_mpi_2d_par.h5;par;83.7937;4.3756;5.60077e-05
128;8;16;1;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/256x256_out_mpi_2d_par.h5;par;83.7937;8.80533;0.000112708
128;8;16;1;512;39062;50;0.001;input_data_512.h5;;par;45.6217;0.798736;2.04479e-05
128;8;16;1;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/512x512_out_mpi_2d_par.h5;par;45.6217;2.12568;5.44182e-05
128;8;16;1;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/512x512_out_mpi_2d_par.h5;par;45.6217;4.64957;0.000119031
128;8;16;1;512;39062;50;0.001;input_data_512.h5;;par;45.6217;1.73629;4.44496e-05
128;8;16;1;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/512x512_out_mpi_2d_par.h5;par;45.6217;3.11941;7.98579e-05
128;8;16;1;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/512x512_out_mpi_2d_par.h5;par;45.6217;6.54682;0.000167601
128;8;16;1;1024;19531;50;0.001;input_data_1024.h5;;par;29.2269;0.669618;3.42849e-05
128;8;16;1;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/1024x1024_out_mpi_2d_par.h5;par;29.2269;2.61932;0.000134111
128;8;16;1;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/1024x1024_out_mpi_2d_par.h5;par;29.2269;3.76531;0.000192787
128;8;16;1;1024;19531;50;0.001;input_data_1024.h5;;par;29.2269;1.15987;5.93859e-05
128;8;16;1;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/1024x1024_out_mpi_2d_par.h5;par;29.2269;3.12503;0.000160003
128;8;16;1;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/1024x1024_out_mpi_2d_par.h5;par;29.2269;4.1018;0.000210015
128;8;16;1;2048;9765;50;0.001;input_data_2048.h5;;par;23.2938;0.760495;7.78797e-05
128;8;16;1;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/2048x2048_out_mpi_2d_par.h5;par;23.2938;4.57324;0.00046833
128;8;16;1;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/2048x2048_out_mpi_2d_par.h5;par;23.2938;23.9345;0.00245105
128;8;16;1;2048;9765;50;0.001;input_data_2048.h5;;par;23.2938;1.04238;0.000106746
128;8;16;1;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/2048x2048_out_mpi_2d_par.h5;par;23.2938;5.06935;0.000519135
128;8;16;1;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/2048x2048_out_mpi_2d_par.h5;par;23.2938;7.68456;0.000786949
128;8;16;1;4096;4882;50;0.001;input_data_4096.h5;;par;21.1716;1.29047;0.000264332
128;8;16;1;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/4096x4096_out_mpi_2d_par.h5;par;21.1716;9.86876;0.00202146
128;8;16;1;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/4096x4096_out_mpi_2d_par.h5;par;21.1716;18.9205;0.00387556
128;8;16;1;4096;4882;50;0.001;input_data_4096.h5;;par;21.1716;1.49864;0.000306972
128;8;16;1;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/4096x4096_out_mpi_2d_par.h5;par;21.1716;10.801;0.00221242
128;8;16;1;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/dd-22-68/xpleva07/881559.isrv1/4096x4096_out_mpi_2d_par.h5;par;21.1716;30.5971;0.00626734
